9.762700785464950570e-02,4.303787327448389544e-01,2.055267521432877498e-01,8.976636599379372861e-02,-1.526904013221905831e-01,9.531032662651796328e-03,1.852258535990535249e-01,4.224124584656843706e-02,8.058000463731727556e-03,2.331435865593161835e-02,0.000000000000000000e+00
2.917882261333122340e-01,-1.248255774746149793e-01,7.835460015641595444e-01,9.273255210020585615e-01,-2.331169623484445896e-01,8.514036891002495222e-02,1.558142479187110685e-02,6.139443365671819475e-01,8.599326219017393580e-01,5.434351813456612945e-02,5.000000000000000000e+00
5.834500761653291789e-01,5.778983950580895979e-02,1.360891221878646196e-01,8.511932765853220673e-01,-8.579278836042261158e-01,3.404139913773284176e-01,3.339665550107158085e-03,1.852024917786354585e-02,7.245299941040566072e-01,7.360402534656265150e-01,6.000000000000000000e+00
-8.257414005969185844e-01,-9.595632051193485612e-01,6.652396910958759957e-01,5.563135018997009684e-01,7.400242964936383228e-01,6.818488606597608026e-01,9.207615446189170161e-01,4.425438466093365442e-01,3.094847123959085788e-01,5.476359594009043708e-01,3.000000000000000000e+00
9.572366844655280094e-01,5.983171284334471984e-01,-7.704127549413630760e-02,5.610583525729109233e-01,-7.634511482621335610e-01,9.163020700865568413e-01,3.579833861768461634e-01,5.935358129763407438e-03,3.147864749918288241e-01,5.828576557827702675e-01,3.000000000000000000e+00
2.798420426550476403e-01,-7.132934251819071925e-01,8.893378340991677788e-01,4.369664350014335064e-02,-1.706761200189528260e-01,7.831156883734950724e-02,5.087875104077370647e-01,7.909217831601988991e-01,1.909396653178620186e-03,2.913033794472398921e-02,1.000000000000000000e+00
-4.708887757907460614e-01,5.484673788684333307e-01,-8.769933556690290288e-02,1.368678977372970174e-01,-9.624203991272897163e-01,2.217362391657075049e-01,3.008164656828095640e-01,7.691173458876240758e-03,1.873282143102719330e-02,9.262530246563316361e-01,2.000000000000000000e+00
2.352709941517541203e-01,2.241914454448428184e-01,2.338679937495138361e-01,8.874961570292483337e-01,3.636405982069668141e-01,5.535244068915472215e-02,5.026180421064793680e-02,5.469423850042264001e-02,7.876494287416841988e-01,1.322344846643206673e-01,5.000000000000000000e+00
-2.809841988524279799e-01,-1.259360924013170902e-01,3.952623918545297155e-01,-8.795490567414603333e-01,3.335334308913353585e-01,7.895212000474079173e-02,1.585989936931307687e-02,1.562323584145637878e-01,7.736065432147926080e-01,1.112445495221451863e-01,4.000000000000000000e+00
3.412757392363188202e-01,-5.792348778523181974e-01,-7.421474046902933885e-01,-3.691432981516322709e-01,-2.725784581147547847e-01,1.164691301912958860e-01,3.355130437205899874e-01,5.507827702885380594e-01,1.362667745702648703e-01,7.429901582821712980e-02,1.000000000000000000e+00
1.403935408357592785e-01,-1.227969730753593058e-01,9.767476761184523681e-01,-7.959103785039438606e-01,-5.822464878103306152e-01,1.971034630840200891e-02,1.507909659647051898e-02,9.540360228027970901e-01,6.334733306102912076e-01,3.390109725674654850e-01,4.000000000000000000e+00
-6.773809642300074874e-01,3.062166509307968632e-01,-4.934167949204357750e-01,-6.737845428738742370e-02,-5.111488159967945144e-01,4.588449707011746925e-01,9.376863730727350021e-02,2.434601335095553654e-01,4.539856102157556819e-03,2.612731120949248753e-01,1.000000000000000000e+00
-6.820608327089605627e-01,-7.792497176713897300e-01,3.126591789305468438e-01,-7.236340973027723944e-01,-6.068352766398930065e-01,4.652069795156406617e-01,6.072301224909405493e-01,9.775576216952371056e-02,5.236463067791982118e-01,3.682490529746154651e-01,5.000000000000000000e+00
-2.625496586780717845e-01,6.419864596958702041e-01,-8.057974484138774596e-01,6.758898149976078074e-01,-8.078031842120738659e-01,6.893232327197199028e-02,4.121466144328371772e-01,6.493095278703154838e-01,4.568270420175005175e-01,6.525459844231656925e-01,2.000000000000000000e+00
9.529189300267915108e-01,-6.269759670459684742e-02,9.535221763806742690e-01,2.096910394900919350e-01,4.785271587966033469e-01,9.080544872034052029e-01,3.930988632532273798e-03,9.092045408497376746e-01,4.397033204243529225e-02,2.289882417059496411e-01,0.000000000000000000e+00
-9.216244154913586506e-01,-4.343860748471808364e-01,-7.596068775736621870e-01,-4.077196049557101354e-01,-7.625445620915118905e-01,8.493915632297884821e-01,1.886912620211405878e-01,5.770026084572086322e-01,1.662352762652403448e-01,5.814742091753356545e-01,2.000000000000000000e+00
-3.640336412120479537e-01,-1.714740109706600624e-01,-8.717050073024312784e-01,3.849442387400396903e-01,1.332029084131503005e-01,1.325204919341020637e-01,2.940333643836604699e-02,7.598696197561317645e-01,1.481820669391486767e-01,1.774301480972210673e-02,0.000000000000000000e+00
-4.692210181211091680e-01,4.649610693339933931e-02,-8.121189784831166492e-01,1.518929911123585441e-01,8.585923951524281339e-01,2.201683638466102599e-01,2.161887959962106257e-03,6.595372352124608817e-01,2.307148074905903193e-02,7.371809010135832452e-01,3.000000000000000000e+00
-3.628620950973526771e-01,3.348207599273633761e-01,-7.364042751912156515e-01,4.326544082371310829e-01,-4.211878141055978020e-01,1.316689000584402303e-01,1.121049412783371030e-01,5.422912565198996226e-01,1.871898369670220719e-01,1.773991747510516026e-01,0.000000000000000000e+00
-6.336172759857663372e-01,1.730258696201663060e-01,-9.597849076250128952e-01,6.578800584347261893e-01,-9.906090476149058688e-01,4.014708524276227597e-01,2.993795155781478826e-02,9.211870689047545468e-01,4.328061712860787336e-01,9.813062852165108652e-01,2.000000000000000000e+00
3.556330735924602138e-01,-4.599840536156702964e-01,4.703880442451897625e-01,9.243770902348764640e-01,-5.024937129600839381e-01,1.264748830328202289e-01,2.115853295807038348e-01,2.212649121688146092e-01,8.544730049510969039e-01,2.524999315644112508e-01,5.000000000000000000e+00
1.523146688356737943e-01,1.840838625436780340e-01,1.445038115817467439e-01,-5.538367347187633793e-01,9.054980230339699787e-01,2.319975834252097774e-02,3.388686844899974765e-02,2.088135156165296311e-02,3.067351287239418745e-01,8.199266697184279806e-01,2.000000000000000000e+00
-1.057492427647452882e-01,6.928173449422556640e-01,3.989585506350086241e-01,-4.051260982897326723e-01,6.275956394049544418e-01,1.118290234531703342e-02,4.799958734528364523e-01,1.591679251247867521e-01,1.641271555154621420e-01,3.938762866001135898e-01,1.000000000000000000e+00
-2.069885183060307110e-01,7.622063942223231692e-01,1.625457452717173901e-01,7.634707237097055899e-01,3.850631801555317590e-01,4.284424671052600858e-02,5.809585873933955646e-01,2.642111930593803518e-02,5.828875459618215737e-01,1.482736527114915104e-01,4.000000000000000000e+00
4.505085596392810476e-01,2.648763853404512147e-03,9.121672694464477704e-01,2.879803984592748112e-01,-1.522899028836406377e-01,2.029579623082596596e-01,7.015949951102319531e-06,8.320491274493884148e-01,8.293270989676268523e-02,2.319221452030869809e-02,0.000000000000000000e+00
