3.745401188473624909e-01,9.507143064099161656e-01,2.430820080567311081e-01,3.719347795165989790e-01,8.644915737084047924e-01,1.000000000000000000e+00
7.319939418114050911e-01,5.986584841970366000e-01,2.378424002640410484e-01,4.686009869624995217e-01,7.797128693295245494e-01,1.000000000000000000e+00
1.560186404424365181e-01,1.559945203362026467e-01,9.517175084026020526e-01,2.434285959229803842e-02,4.865688692035651658e-02,0.000000000000000000e+00
5.808361216819946105e-02,8.661761457749351800e-01,6.024256001144051575e-01,5.035313044159268892e-02,6.842938097317603496e-01,0.000000000000000000e+00
6.011150117432088047e-01,7.080725777960454881e-01,2.586348861161372747e-01,4.533460968366486710e-01,7.596053032173174513e-01,1.000000000000000000e+00
2.058449429580244683e-02,9.699098521619943236e-01,5.482765070732940060e-01,1.996775697483187118e-02,8.082351410151658033e-01,1.000000000000000000e+00
8.324426408004217404e-01,2.123391106782761550e-01,5.020906828698080693e-01,1.786243380358591704e-01,6.728456167841653235e-01,0.000000000000000000e+00
1.818249672071006184e-01,1.834045098534338170e-01,9.340418248951872782e-01,3.335988593842646038e-02,6.664809259312332035e-02,0.000000000000000000e+00
3.042422429595377231e-01,5.247564316322378408e-01,6.756143310462767726e-01,1.610235193016907873e-01,3.596872182494520453e-01,0.000000000000000000e+00
4.319450186421157634e-01,2.912291401980419137e-01,7.497089536448057201e-01,1.264627458635010637e-01,2.680716980058996946e-01,0.000000000000000000e+00
6.118528947223794701e-01,1.394938606520418345e-01,7.307702049375927045e-01,8.555757358808249724e-02,3.837210956266833284e-01,0.000000000000000000e+00
2.921446485352181544e-01,3.663618432936917024e-01,7.909070451201990481e-01,1.074412321201699688e-01,2.178094750076442210e-01,0.000000000000000000e+00
4.560699842170359286e-01,7.851759613930135995e-01,3.236176372178226623e-01,3.742297233985764637e-01,7.342091729332625993e-01,1.000000000000000000e+00
1.996737821583597361e-01,5.142344384136116053e-01,7.558085806487068181e-01,1.030415124008740441e-01,2.996317789916820296e-01,0.000000000000000000e+00
5.924145688620424677e-01,4.645041271999772459e-02,8.027730689072075654e-01,2.752484916776129498e-02,3.458200915983730694e-01,0.000000000000000000e+00
6.075448519014383653e-01,1.705241236872915289e-01,7.122702614482652184e-01,1.039733079346626121e-01,3.877498694884615738e-01,0.000000000000000000e+00
6.505159298527951606e-02,9.488855372533332444e-01,5.285225205457566577e-01,6.180503144784579156e-02,7.861875797618619321e-01,1.000000000000000000e+00
9.656320330745593594e-01,8.083973481164611341e-01,-2.018368955243285967e-01,9.904779018605415208e-01,9.998851626251054059e-01,1.000000000000000000e+00
3.046137691733706854e-01,9.767211400638386998e-02,9.201684235481204510e-01,2.976105277988395567e-02,1.021508966758309378e-01,0.000000000000000000e+00
6.842330265121568944e-01,4.401524937396013026e-01,4.317308605248765252e-01,3.106152415722467919e-01,6.146238703099419221e-01,1.000000000000000000e+00
1.220382348447788257e-01,4.951769101112701854e-01,8.154933972869444769e-01,6.050418466336555251e-02,2.571709111993193408e-01,0.000000000000000000e+00
3.438852111521839561e-02,9.093204020787820641e-01,5.867888043387866626e-01,3.128038008501935613e-02,7.366113668908292889e-01,1.000000000000000000e+00
2.587799816000169173e-01,6.625222843539819717e-01,6.047835583294880468e-01,1.731473503861571950e-01,4.845973996790124971e-01,0.000000000000000000e+00
3.117110760894109545e-01,5.200680211778108131e-01,6.735618410243596754e-01,1.635461410831964280e-01,3.594090407886205152e-01,0.000000000000000000e+00
5.467102793432796481e-01,1.848544555255270394e-01,7.441300163593054240e-01,1.014073072858511643e-01,3.269395143035061513e-01,0.000000000000000000e+00
9.695846277645585598e-01,7.751328233611145535e-01,-1.730456389674825124e-01,9.345087200023527441e-01,9.995538923863849234e-01,1.000000000000000000e+00
9.394989415641891162e-01,8.948273504276488266e-01,-2.604902661028165589e-01,1.117180876103102127e+00,9.936697956756984640e-01,1.000000000000000000e+00
5.978999788110851421e-01,9.218742350231168281e-01,5.099997857158902054e-02,6.147417792050142715e-01,9.346724131490896648e-01,1.000000000000000000e+00
8.849250205191949714e-02,1.959828624191451985e-01,9.598090257690053972e-01,1.734475287531079407e-02,4.622372890973075465e-02,0.000000000000000000e+00
4.522728891053806599e-02,3.253303307632643415e-01,9.321255567884809690e-01,1.471487078051245297e-02,1.076761695736443286e-01,0.000000000000000000e+00
3.886772896894820084e-01,2.713490317738959101e-01,7.899760930909404122e-01,1.058600029076905008e-01,2.228142380688521162e-01,0.000000000000000000e+00
8.287375091519293413e-01,3.567533266935892788e-01,3.758422477517011639e-01,3.045816922594531406e-01,7.270934646399299650e-01,1.000000000000000000e+00
2.809345096873807623e-01,5.426960831582484657e-01,6.795622240570058370e-01,1.536544565682795571e-01,3.648235063819075807e-01,0.000000000000000000e+00
1.409242249747626463e-01,8.021969807540396680e-01,5.872646013212007299e-01,1.135330539640523190e-01,6.157832293150827807e-01,1.000000000000000000e+00
7.455064367977082274e-02,9.868869366005172949e-01,4.876174960931677349e-01,7.370609461043231558e-02,8.302207756258780380e-01,1.000000000000000000e+00
7.722447692966574184e-01,1.987156815341724059e-01,5.645070083787229187e-01,1.546731939918064569e-01,5.938615351346969717e-01,0.000000000000000000e+00
5.522117123602399147e-03,8.154614284548341585e-01,6.815017621781573887e-01,4.503103955235845772e-03,6.170652982612752080e-01,0.000000000000000000e+00
7.068573438476171145e-01,7.290071680409873078e-01,1.345227459944081938e-01,5.663431225597372887e-01,8.578641316740016620e-01,1.000000000000000000e+00
7.712703466859457402e-01,7.404465173409036094e-02,6.634956398431824942e-01,5.717060931792627976e-02,5.649235153975886714e-01,0.000000000000000000e+00
3.584657285442726105e-01,1.158690595251297140e-01,8.895967518330345492e-01,4.155898826984634475e-02,1.414473551250238215e-01,0.000000000000000000e+00
8.631034258755935218e-01,6.232981268275579190e-01,8.429462644456280074e-02,5.966745769713883707e-01,9.058779666601843861e-01,1.000000000000000000e+00
3.308980248526491863e-01,6.355835028602363490e-02,9.232056192654357618e-01,2.103443395954867831e-02,1.132894209642480721e-01,0.000000000000000000e+00
3.109823217156622022e-01,3.251833220267470459e-01,8.043797160367011090e-01,1.014724037577944826e-01,2.010740068720331397e-01,0.000000000000000000e+00
7.296061783380640708e-01,6.375574713552131234e-01,2.022282775271716515e-01,5.018992696849685631e-01,8.068525528566439231e-01,1.000000000000000000e+00
8.872127425763265407e-01,4.722149251619492949e-01,2.097982950508877342e-01,4.453198476617511448e-01,8.469027799307025095e-01,1.000000000000000000e+00
1.195942459383017020e-01,7.132447872229950026e-01,6.727780314678956097e-01,8.550745968831086063e-02,4.994994703982179041e-01,0.000000000000000000e+00
7.607850486168974413e-01,5.612771975694962334e-01,2.461771963200058699e-01,4.550086412373552935e-01,7.794741737461867714e-01,1.000000000000000000e+00
7.709671799545609883e-01,4.937955963643907431e-01,3.012788636149856814e-01,4.002248501322900887e-01,7.434568556424347996e-01,1.000000000000000000e+00
5.227328293819940574e-01,4.275410183585496293e-01,5.814603156575987031e-01,2.272865303241510260e-01,4.403971053588832119e-01,0.000000000000000000e+00
2.541912674409518846e-02,1.078914269933044512e-01,9.911273000651342757e-01,2.742512733136303303e-03,1.228638288651046420e-02,0.000000000000000000e+00
3.142918568673425117e-02,6.364104112637803956e-01,7.851614156764097352e-01,2.000452882664597795e-02,3.949431826946074864e-01,0.000000000000000000e+00
3.143559810763266738e-01,5.085706911647027706e-01,6.800784643881228053e-01,1.612483746717993383e-01,3.498995101339136826e-01,0.000000000000000000e+00
9.075664739260930203e-01,2.492922291488749442e-01,4.022175051673068102e-01,2.301904579432151876e-01,7.744362512813142141e-01,1.000000000000000000e+00
4.103829230356297320e-01,7.555511385430486726e-01,3.938921642637942533e-01,3.203994901696955999e-01,6.737498814210590714e-01,1.000000000000000000e+00
2.287981654916224628e-01,7.697990982879299171e-02,9.536130131527505993e-01,1.761468362031447590e-02,5.824153007319358283e-02,0.000000000000000000e+00
2.897514529137680261e-01,1.612212872540044195e-01,9.000235679607351269e-01,4.674811186156888759e-02,1.097268216456407375e-01,0.000000000000000000e+00
9.296976523425730665e-01,8.081203795644169574e-01,-1.662462409901674376e-01,9.340419064780056679e-01,9.985745558853267312e-01,1.000000000000000000e+00
6.334037565104234657e-01,8.714605901877177097e-01,6.588422247283923228e-02,6.158416491173397400e-01,9.170600450513902713e-01,1.000000000000000000e+00
8.036720768991144626e-01,1.865700588860358389e-01,5.484874126920596948e-01,1.510750209875802441e-01,6.293349902336279333e-01,0.000000000000000000e+00
8.925589984899777729e-01,5.393422419156507219e-01,1.384489265555894910e-01,5.223849376011836521e-01,8.854919180490289365e-01,1.000000000000000000e+00
8.074401551640625341e-01,8.960912999234932341e-01,-1.323457033362160362e-01,8.833507458792541067e-01,9.932960694978600902e-01,1.000000000000000000e+00
