4.967141530112326731e-01,-1.382643011711846559e-01,6.476885381006924902e-01,1.523029856408025351e+00,-2.341533747233359719e-01,2.421930634274770469e-02,4.843861268549540938e-02,7.265791902824311754e-02,9.687722537099081876e-02,1.210965317137385200e-01,1.453158380564862351e-01,1.000000000000000000e+00
-2.341369569491805469e-01,1.579212815507391454e+00,7.674347291529087789e-01,-4.694743859349521098e-01,5.425600435859646575e-01,2.045298106731313972e-02,4.090596213462627945e-02,6.135894320193942264e-02,8.181192426925255889e-02,1.022649053365656951e-01,1.227178864038788453e-01,0.000000000000000000e+00
-4.634176928124622563e-01,-4.657297535702568658e-01,2.419622715660341150e-01,-1.913280244657797891e+00,-1.724917832513032767e+00,3.577352645729964253e-02,7.154705291459928507e-02,1.073205793718989276e-01,1.430941058291985701e-01,1.788676322864982127e-01,2.146411587437978552e-01,1.000000000000000000e+00
-5.622875292409726944e-01,-1.012831120334423796e+00,3.142473325952738761e-01,-9.080240755212108938e-01,-1.412303701335291484e+00,2.452128128124289944e-02,4.904256256248579887e-02,7.356384384372870178e-02,9.808512512497159774e-02,1.226064064062144937e-01,1.471276876874574036e-01,1.000000000000000000e+00
1.465648768921554046e+00,-2.257763004865356582e-01,6.752820468792383735e-02,-1.424748186213456780e+00,-5.443827245251826596e-01,2.312321934908205187e-02,4.624643869816410374e-02,6.936965804724615214e-02,9.249287739632820748e-02,1.156160967454102628e-01,1.387393160944923043e-01,0.000000000000000000e+00
1.109225897098660846e-01,-1.150993577422302794e+00,3.756980183456719580e-01,-6.006386899188049799e-01,-2.916937497932767798e-01,1.942295059145886585e-02,3.884590118291773170e-02,5.826885177437660102e-02,7.769180236583546340e-02,9.711475295729432577e-02,1.165377035487532020e-01,1.000000000000000000e+00
-6.017066122293969199e-01,1.852278184508937775e+00,-1.349722473793392094e-02,-1.057710928955900354e+00,8.225449121031890298e-01,2.191796785978527770e-02,4.383593571957055540e-02,6.575390357935582963e-02,8.767187143914111080e-02,1.095898392989263920e-01,1.315078071587116593e-01,0.000000000000000000e+00
-1.220843649971022238e+00,2.088635950047554035e-01,-1.959670123879775572e+00,-1.328186048898430505e+00,1.968612358691235187e-01,3.220330963913285022e-02,6.440661927826570043e-02,9.660992891739855759e-02,1.288132385565314009e-01,1.610165481956642441e-01,1.932198578347971152e-01,1.000000000000000000e+00
7.384665799954104326e-01,1.713682811899704950e-01,-1.156482823882405281e-01,-3.011036955892887890e-01,-1.478521990367427374e+00,2.302917298040279767e-02,4.605834596080559534e-02,6.908751894120838954e-02,9.211669192161119069e-02,1.151458649020139918e-01,1.381750378824167791e-01,1.000000000000000000e+00
-7.198442083947086401e-01,-4.606387709597875024e-01,1.057122226218915717e+00,3.436182895684614103e-01,-1.763040155362733952e+00,2.827970560404884093e-02,5.655941120809768186e-02,8.483911681214652278e-02,1.131188224161953637e-01,1.413985280202442185e-01,1.696782336242930456e-01,1.000000000000000000e+00
3.240839693947950018e-01,-3.850822804163165358e-01,-6.769220003059587265e-01,6.116762888408678878e-01,1.030999522495950949e+00,2.213784103291092931e-02,4.427568206582185861e-02,6.641352309873278792e-02,8.855136413164371723e-02,1.106892051645546465e-01,1.328270461974655758e-01,0.000000000000000000e+00
9.312801191161985681e-01,-8.392175232226385395e-01,-3.092123758512145826e-01,3.312634314035639571e-01,9.755451271223591903e-01,2.056229140268450717e-02,4.112458280536901434e-02,6.168687420805352151e-02,8.224916561073802868e-02,1.028114570134225358e-01,1.233737484161070430e-01,0.000000000000000000e+00
-4.791742378452899520e-01,-1.856589766638171157e-01,-1.106334974006028204e+00,-1.196206624080670800e+00,8.125258223941980162e-01,2.551493166817298680e-02,5.102986333634597360e-02,7.654479500451896734e-02,1.020597266726919472e-01,1.275746583408649271e-01,1.530895900090379347e-01,1.000000000000000000e+00
1.356240028570822931e+00,-7.201012158033384680e-02,1.003532897892024156e+00,3.616360250476341465e-01,-6.451197546051242737e-01,2.139503996735039881e-02,4.279007993470079763e-02,6.418511990205119644e-02,8.558015986940159525e-02,1.069751998367519941e-01,1.283702398041023929e-01,1.000000000000000000e+00
3.613956055084139307e-01,1.538036566465969202e+00,-3.582603910995153795e-02,1.564643655814006218e+00,-2.619745104089744370e+00,4.647902090699436439e-02,9.295804181398872879e-02,1.394370627209831071e-01,1.859160836279774576e-01,2.323951045349718081e-01,2.788741254419662141e-01,1.000000000000000000e+00
8.219025043752238302e-01,8.704706823817122407e-02,-2.990073504658674608e-01,9.176077653550229751e-02,-1.987568914600892800e+00,2.745589342369330124e-02,5.491178684738660248e-02,8.236768027107990719e-02,1.098235736947732050e-01,1.372794671184665027e-01,1.647353605421598144e-01,1.000000000000000000e+00
-2.196718878375119310e-01,3.571125715117464128e-01,1.477894044741516089e+00,-5.182702182736473873e-01,-8.084936028931876129e-01,2.498808102636809053e-02,4.997616205273618106e-02,7.496424307910426466e-02,9.995232410547236213e-02,1.249404051318404596e-01,1.499284861582085293e-01,0.000000000000000000e+00
-5.017570435845365440e-01,9.154021177020741362e-01,3.287511096596844595e-01,-5.297602037670388064e-01,5.132674331133560974e-01,1.954993460340469918e-02,3.909986920680939837e-02,5.864980381021409755e-02,7.819973841361879674e-02,9.774967301702350286e-02,1.172996076204281951e-01,0.000000000000000000e+00
9.707754934804038727e-02,9.686449905328892163e-01,-7.020530938773523744e-01,-3.276621465977682113e-01,-3.921081531321576330e-01,1.975001522535709333e-02,3.950003045071418667e-02,5.925004567607128347e-02,7.900006090142837334e-02,9.875007612678546320e-02,1.185000913521425669e-01,0.000000000000000000e+00
-1.463514948132118576e+00,2.961202770645760540e-01,2.610552721798893305e-01,5.113456642460889774e-03,-2.345871333751469168e-01,1.854269649452761418e-02,3.708539298905522835e-02,5.562808948358284600e-02,7.417078597811045670e-02,9.271348247263806741e-02,1.112561789671656920e-01,1.000000000000000000e+00
-1.415370742050414243e+00,-4.206453227653590421e-01,-3.427145165267694860e-01,-8.022772692216189050e-01,-1.612857116660091350e-01,1.981554622927085563e-02,3.963109245854171125e-02,5.944663868781256688e-02,7.926218491708342251e-02,9.907773114635427814e-02,1.188932773756251338e-01,0.000000000000000000e+00
4.040508568145383950e-01,1.886185901210530202e+00,1.745778128318389577e-01,2.575503907227643663e-01,-7.444591576616721440e-02,1.850406541434405916e-02,3.700813082868811832e-02,5.551219624303217748e-02,7.401626165737623664e-02,9.252032707172029580e-02,1.110243924860643550e-01,1.000000000000000000e+00
-1.918771215299041488e+00,-2.651387544921687822e-02,6.023020994102643716e-02,2.463242112485286128e+00,-1.923609647811225232e-01,3.373630277879029887e-02,6.747260555758059775e-02,1.012089083363708897e-01,1.349452111151611955e-01,1.686815138939515013e-01,2.024178166727417794e-01,1.000000000000000000e+00
